duration,protocol_type,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_file_creations,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,src_ip_encoded,dst_ip_encoded,threat_label,label,src_country,dst_country
15,udp,238,67,0,0,0,0,0,0,0,0,0,0,0,95,100,0.28941472403901725,0.3423547290576425,238,279,0.9153837172631633,0.1899868870052981,0.02633787237801355,0.7161166797521146,5,28,normal,1,Germany,UK
2,tcp,173,6804,0,0,0,0,1,0,0,0,0,0,0,82,109,0.6517004124974207,0.1286938077816644,243,241,0.20332057718048302,0.6890298944036067,0.41638040610932814,0.5356010060976788,19,13,normal,1,USA,Canada
7,tcp,259,247,0,0,0,0,1,0,0,0,0,0,0,84,86,0.33076618394767465,0.23472008387862375,276,248,0.9830025185728143,0.36166667588964185,0.8225674414754794,0.19098425569947786,19,30,normal,1,Russia,Canada
8,tcp,27,127,0,0,1,0,0,0,0,0,0,1,0,82,88,0.6132023330401946,0.37384388935778545,264,241,0.24524582641190495,0.2921728989175545,0.8120722476091418,0.21462042897478573,41,35,normal,1,Germany,Canada
0,tcp,128,262,0,0,1,0,1,0,0,0,0,0,0,86,99,0.8174370939942843,0.1684554179601513,238,245,0.08967483486574734,0.12067045072943694,0.4985898773996116,0.09219693951758501,42,35,normal,1,Russia,USA
9,tcp,2,1441,0,0,0,0,1,0,0,0,0,0,0,112,91,0.8861803342211492,0.24802141067978656,265,257,0.8812395285421435,0.20116260054633794,0.6388712187143807,0.9862149075761035,8,10,normal,1,USA,USA
1,icmp,198,1091,0,0,0,0,0,0,0,0,0,0,0,103,92,0.052363936056195826,0.37744832801513717,229,267,0.338859254298433,0.18660240137170825,0.987547869998757,0.34496325329673805,8,3,normal,1,India,USA
0,tcp,1557,170,0,0,0,0,1,0,0,0,0,0,0,101,98,0.6553409686860986,0.44866023701865476,261,257,0.9214094438907406,0.13833685793663864,0.07819381998832231,0.23822280102674287,49,1,suspicious,2,USA,UK
29,icmp,8,221,0,0,0,0,1,0,0,0,0,0,0,87,102,0.847991926886939,0.0926060018139575,220,260,0.27959993240829517,0.02416492074070653,0.46882395598146565,0.2067503959733077,24,2,normal,1,Russia,USA
33,tcp,390,45,0,0,0,0,1,0,0,0,0,1,0,88,109,0.03660345512905039,0.4711839303526315,267,259,0.29196597903635346,0.23358948806383195,0.9905711969789036,0.3918679200239945,46,12,normal,1,Unknown,USA
16,udp,43,496,0,0,1,0,0,0,0,0,0,1,0,93,109,0.4647330361017983,0.39844438895035994,198,241,0.06612632241461058,0.3842997484600579,0.8386397317170285,0.163195694475337,26,7,normal,1,Brazil,Australia
3,tcp,738,2761,0,0,0,0,0,0,0,0,0,0,0,80,94,0.5431576631506865,0.5334498650931176,238,264,0.7320753686832664,0.3939890131827183,0.7960342547470983,0.9568335860378181,20,40,normal,1,USA,USA
1,tcp,203,168,0,0,0,0,1,0,0,0,0,0,0,103,114,0.3083234503589475,0.033966027854923864,245,241,0.6213216273214199,0.4256476429495275,0.06581624884842818,0.7317317937432626,18,30,normal,1,China,USA
11,udp,333,1047,0,0,1,1,1,0,0,0,0,0,0,79,112,0.493456776250885,0.7738566948914415,243,261,0.18382218741696443,0.6292194297498209,0.6076027188722838,0.8261472909919854,30,19,suspicious,2,India,USA
5,tcp,168,168,0,0,1,0,0,2,0,0,0,0,0,95,100,0.04114901875981358,0.32634050680725013,279,222,0.8125555847883289,0.6051710069334156,0.333618489456314,0.2192715928311859,13,6,normal,1,Unknown,Canada
1,tcp,2114,77,0,0,0,0,1,0,0,0,0,0,0,89,74,0.1581622780385974,0.7841482695514774,236,248,0.3022611860775791,8.434697043957495e-05,0.9892286807988372,0.6127851699480599,9,18,suspicious,2,USA,USA
6,tcp,297,1119,0,0,0,0,0,0,0,0,0,2,0,92,111,0.9201518620053193,0.7389652543425964,269,271,0.3892805357258836,0.21559318378110492,0.31746837064957845,0.583212487973173,47,18,normal,1,India,USA
0,tcp,36,13649,0,0,0,0,1,0,0,0,0,1,0,103,102,0.29700150461042274,0.5923087697804466,254,262,0.313194226429086,0.18515274337802257,0.47275450996457835,0.2589433575117691,2,46,normal,1,USA,Australia
24,tcp,180,911,0,0,0,0,1,0,0,0,0,0,0,84,95,0.0791596582009636,0.3784252411280731,255,254,0.9113043101723569,0.6923529760099285,0.7903061618995338,0.4724413353804945,14,14,normal,1,USA,USA
2,udp,70,216,1,0,0,0,1,0,0,0,0,0,1,105,111,0.6810123494961069,0.8472172802513194,265,274,0.11405180172742202,0.19986824328519215,0.19874630225473267,0.45781529581209734,8,10,normal,1,Russia,UK
10,tcp,205,238,0,0,0,0,0,0,0,0,0,1,0,93,88,0.9631315465384489,0.3351956973936582,254,262,0.06273806812945293,0.36346711770806583,0.13739271560194988,0.6825265511058463,21,12,normal,1,Russia,USA
3,tcp,64,7071,0,0,0,0,0,0,0,0,0,0,0,100,94,0.3842138658737614,0.3169140662226353,275,286,0.8438654625496553,0.7934413994484597,0.6555997598997765,0.5027936510124228,32,37,normal,1,Germany,Australia
7,tcp,38,639,0,0,1,0,1,0,0,0,0,0,1,105,100,0.9880660493580871,0.6533431032833175,286,254,0.1551543358683053,0.3960826221727254,0.7782760363811807,0.4760017840731865,5,12,normal,1,USA,Canada
7,tcp,221,127,0,0,0,0,0,0,0,0,0,0,0,119,99,0.47166305593756397,0.5621967655456802,279,249,0.9900738752938463,0.8769203698375251,0.021887531335733068,0.13900324156224908,1,5,normal,1,India,Australia
2,tcp,165,367,1,0,1,0,0,0,0,0,0,0,0,111,93,0.19333282376738226,0.7146645335163716,264,255,0.696846394864421,0.06015919332191999,0.264845972099198,0.9158511275474722,49,39,normal,1,Germany,USA
34,udp,1246,557,0,0,1,0,1,0,0,0,0,0,0,95,106,0.46543083265387253,0.4822645818328013,267,283,0.43243279999739115,0.46345516271587195,0.26425971466732956,0.49068686818161433,34,5,suspicious,2,USA,Japan
14,udp,64,815,0,0,1,0,1,0,0,0,0,0,0,89,93,0.2114359633698829,0.10985596339115533,251,235,0.49231197748187205,0.17777595206936814,0.03197459453877127,0.30717122556672716,11,4,normal,1,Unknown,USA
28,tcp,2,3897,1,0,1,0,1,0,0,0,0,2,0,91,94,0.20968469242414078,0.49426185273674317,227,259,0.5051822252839999,0.4370598023991311,0.7564396487067229,0.18978801711244453,23,19,normal,1,Russia,USA
22,udp,71,2734,0,0,1,0,0,0,0,0,0,0,0,109,111,0.7164823350930615,0.5988583105570325,253,255,0.501024682773334,0.40767915209986283,0.21970009819883485,0.40652418002974366,14,26,normal,1,Russia,UK
9,tcp,5,543,0,0,0,0,1,0,0,0,0,0,0,89,104,0.9931856001548918,0.3255134753978396,246,245,0.5510806874092441,0.4522187471369328,0.3354944238817861,0.25894737854611727,41,23,normal,1,USA,Japan
25,udp,340,379,0,0,3,0,0,0,0,0,0,1,0,94,113,0.3594419563373341,0.4861526600756715,256,243,0.48211903539621204,0.5583764576593647,0.6468435675148433,0.7996462818977381,48,34,normal,1,USA,USA
0,tcp,5,730,1,0,0,0,0,0,0,0,0,0,0,109,111,0.6239400232389452,0.5547649782986795,259,248,0.6355439074279347,0.7067268557614885,0.7269236474070476,0.4124869195311194,13,19,normal,1,India,Japan
2,tcp,20,162,0,0,0,0,0,0,0,0,0,0,0,105,88,0.16070588215144144,0.44873915945564324,229,269,0.3884414240919226,0.14502005677966034,0.8416752777621606,0.9590271509247962,35,15,normal,1,USA,USA
0,tcp,71,1754,0,0,0,0,0,0,0,0,0,0,1,108,92,0.28492871796789165,0.24645627505919898,271,215,0.6415409736111665,0.5162151301866985,0.5517793108230857,0.3237711620476825,4,24,normal,1,Brazil,USA
3,tcp,3254,297,0,0,0,0,0,0,0,0,1,0,0,84,100,0.39599692727889235,0.8678415692999061,263,252,0.38407200483076953,0.39412853035355355,0.9506391418298249,0.8010049375761589,27,33,suspicious,2,USA,Japan
4,tcp,17,842,0,0,0,0,0,0,1,0,0,0,1,115,90,0.8149542041240924,0.9329444929561822,251,295,0.009632087693138724,0.7928451471116751,0.9085379488735136,0.6474988281267386,47,2,suspicious,2,USA,USA
3,tcp,152,5270,0,0,2,0,1,0,1,0,0,0,0,76,105,0.6389117531796205,0.4982179854406513,235,246,0.5962413027357024,0.31784186141534565,0.23044333326554756,0.15516120055887028,31,28,suspicious,2,USA,USA
17,tcp,473,924,0,0,0,0,1,0,0,0,0,1,0,102,88,0.047153191056065746,0.17007520035497248,236,247,0.8625441283854198,0.5834142660528201,0.3082770590052626,0.6560061810427902,41,35,normal,1,Brazil,USA
4,tcp,2887,570,0,0,0,0,1,0,0,0,0,0,0,98,97,0.184604180442676,0.668705171701173,235,254,0.8784809080464424,0.26135170802345653,0.44619143054580424,0.9260142714504234,34,29,suspicious,2,Unknown,UK
3,tcp,703,185,0,0,0,0,1,0,0,0,0,0,0,100,93,0.21898070707968564,0.549958692944494,247,257,0.14395197783742697,0.11346721342086019,0.8022732756326271,0.7793950397627113,46,2,normal,1,Unknown,USA
7,tcp,1323,358,1,0,0,0,1,0,0,0,0,0,0,80,91,0.2745194633022734,0.2716102879238861,250,254,0.15944486812134828,0.6060316783844687,0.46540218743968886,0.5004504518023347,39,25,suspicious,2,Unknown,UK
1,tcp,835,73,0,0,1,0,1,0,0,0,0,0,0,112,113,0.10980010312657451,0.6977701602259183,278,235,0.5259440443985366,0.5530874228867322,0.5986885847433002,0.8817023644380323,15,41,normal,1,Brazil,USA
16,tcp,13,897,0,0,2,0,0,0,0,0,0,0,0,97,96,0.16899778513219077,0.9585953380162175,272,291,0.6840225828944918,0.6672504896578973,0.8584795617334078,0.008071753166054685,1,13,normal,1,USA,USA
0,tcp,304,16,0,0,0,0,1,0,0,0,0,0,0,89,98,0.8075548495045823,0.9589231522617927,261,248,0.9046084118748015,0.2866539760125171,0.23497226829086437,0.6361331216713596,6,5,normal,1,Germany,Japan
43,icmp,810,1724,0,0,0,0,1,0,0,0,1,0,0,87,100,0.1818240872833321,0.9396662823548722,220,256,0.982772214370977,0.15372072575896145,0.554592308741143,0.6509020837950943,10,16,normal,1,Germany,USA
14,icmp,21,1208,0,0,1,0,0,0,0,0,0,1,0,117,101,0.05850536333860501,0.8074945069635762,247,286,0.5403701345883819,0.7847405850940439,0.3216119464493499,0.9459752908845239,20,49,normal,1,Germany,Japan
2,tcp,46,467,0,0,0,0,1,0,0,0,0,0,0,77,109,0.621665660363017,0.15315213940212058,268,245,0.5628128522314058,0.3229406506706135,0.5330183038716731,0.6180414056473881,26,1,normal,1,China,Canada
0,tcp,29,181,0,0,0,0,0,0,0,0,0,0,0,92,98,0.913181365042977,0.2919882120635636,244,258,0.3004035750158879,0.7894527024258852,0.6651246455616671,0.7777604005748991,4,35,normal,1,Germany,Australia
16,tcp,695,393,0,0,0,0,1,0,0,0,0,0,0,102,93,0.7672252575439493,0.8964005752987445,270,248,0.16452129275547134,0.7565138344684544,0.24525619369911866,0.3737915561919438,35,27,normal,1,USA,USA
12,icmp,129,28,0,0,0,0,1,0,0,0,0,0,1,94,85,0.25103337870621667,0.8849599066511498,278,244,0.11205314400318156,0.7500527733943915,0.916597592517181,0.5983931833413695,29,40,normal,1,Unknown,Japan
13,tcp,78,1388,1,0,0,0,0,0,0,0,0,0,0,98,102,0.9170042356503649,0.5865618495033493,250,226,0.1193153434118488,0.1658309507411998,0.6993829588185181,0.27884997520985755,27,23,normal,1,USA,Japan
14,tcp,11,315,0,0,0,0,0,0,0,0,0,0,0,109,89,0.6537714510135703,0.5201267895088156,220,248,0.4661332204987929,0.32498299967074273,0.7459720789025274,0.1256644785481592,5,4,normal,1,Germany,UK
0,tcp,129,3916,0,0,1,0,1,0,0,0,1,0,0,96,117,0.7124579085532123,0.24485012564897335,278,248,0.2002440127582943,0.30314374702903857,0.15356663177039387,0.7053778823420603,31,37,normal,1,USA,UK
4,tcp,47,726,0,0,0,0,0,0,0,0,0,0,0,97,99,0.9557073760933497,0.5384292924689369,265,266,0.45575026303970334,0.3220699957166909,0.4594976057210943,0.6591535912690886,35,44,normal,1,China,UK
1,tcp,241,570,0,0,0,0,0,0,0,0,0,1,0,87,99,0.18104618456950472,0.7144776579076321,266,230,0.8034614299717968,0.4529626163653,0.04578183228875199,0.7607689930429942,38,7,normal,1,Russia,USA
19,tcp,15,736,0,0,0,0,0,1,0,0,0,1,0,106,93,0.4544374719929938,0.3065279226284342,261,237,0.02588361968906505,0.15855631860564512,0.068284012889819,0.24158663239156308,42,19,normal,1,Russia,Australia
9,tcp,211,93,0,0,0,0,1,0,0,0,0,1,0,110,103,0.18346892061451947,0.3076731899108267,264,254,0.6651631001606274,0.8352230423957012,0.38961014222658175,0.6769465050771931,20,28,normal,1,Germany,USA
4,tcp,61,205,0,0,0,0,1,2,0,0,0,0,0,82,107,0.2818006105782076,0.342752147831098,247,271,0.2703800751478578,0.3968158020234279,0.8132447916174483,0.9308174705336592,3,25,normal,1,China,UK
0,tcp,12,492,0,0,0,0,1,0,0,0,0,0,0,108,99,0.23269915641609717,0.12108092746776744,237,250,0.8017407025898701,0.7067221010783713,0.40745107727078134,0.9055788172237874,42,28,normal,1,Unknown,UK
3,tcp,10,256,0,0,1,1,0,0,0,0,0,1,0,119,98,0.6253928352022684,0.2884141903649894,239,254,0.7840528944053573,0.9751849239456192,0.46617812770246825,0.6219110906542482,37,26,suspicious,2,Brazil,USA
3,tcp,14,169,0,0,0,0,1,0,0,0,0,3,0,92,107,0.566727981451094,0.9571631319312197,246,248,0.6149951485103643,0.7696287148076234,0.8989244176989261,0.9918898744405693,31,34,normal,1,Russia,USA
13,udp,98,264,0,0,0,0,1,0,0,0,0,1,0,75,118,0.13640957306312396,0.6224122188537141,265,243,0.6373418810053302,0.8586378903396958,0.7663995190646133,0.5070810820165196,26,4,normal,1,Brazil,Japan
10,tcp,189,431,0,0,0,0,1,1,0,0,0,1,0,89,99,0.06159990720312247,0.07465382665007148,293,227,0.7916032540668889,0.47260287254091826,0.6290136409115278,0.03456536777286601,23,30,normal,1,USA,USA
21,tcp,254,13070,0,0,0,0,0,0,0,0,0,1,0,98,94,0.12188018478023865,0.9261888714876156,267,247,0.06481500117761663,0.33084097242260213,0.22058730212021915,0.21781138020283775,13,2,normal,1,Unknown,UK
6,tcp,274,247,0,0,1,0,0,0,0,0,0,1,0,108,87,0.1626698330000954,0.3737530456368673,213,258,0.30591133253515845,0.9546053006739956,0.2602988301828777,0.04027657862379752,43,10,normal,1,Russia,Australia
1,tcp,32,146,0,0,1,0,0,1,0,0,1,0,0,138,103,0.12246569117105244,0.48224420765515963,266,261,0.46492559219949803,0.9480842961622443,0.1671815478309786,0.6660332267711327,5,3,normal,1,Russia,USA
12,tcp,1232,320,0,0,1,0,1,1,0,0,0,0,0,104,85,0.02503832748849355,0.09784720033013983,262,249,0.14131960716601855,0.1780329618892349,0.16964179948620894,0.7251205944692347,33,25,suspicious,2,Russia,Canada
14,tcp,61,3836,0,0,1,0,1,1,0,0,0,0,1,103,100,0.39120558674470485,0.3531868672919183,244,260,0.7031864947130771,0.5266249188518352,0.7765453421201789,0.2727289739050409,36,42,normal,1,USA,UK
8,tcp,365,4271,0,0,0,0,0,0,0,0,0,0,0,101,88,0.12390971457895572,0.9873558740938477,233,273,0.2056817549666472,0.5009037095212852,0.10955448805599044,0.9705329536276304,6,3,normal,1,China,UK
14,tcp,106,7507,0,0,0,0,1,1,0,0,0,0,0,93,102,0.11155115756105138,0.6769314085501442,241,263,0.7971680724524917,0.38264260819677465,0.7822447326686568,0.13071038255626966,26,20,normal,1,Unknown,USA
6,tcp,314,442,0,0,1,0,0,0,0,0,0,0,0,94,92,0.8124851423416946,0.1428123402126591,263,260,0.44778260492095534,0.15762645944695453,0.9050148239827326,0.5839334553612742,36,20,normal,1,Unknown,UK
7,tcp,96,1056,0,0,0,1,1,0,0,0,0,0,0,99,77,0.1574708619798787,0.4011392076085185,250,245,0.5346210838919843,0.11877153890247594,0.5874828409046948,0.4265551218551866,36,43,suspicious,2,Russia,USA
5,tcp,326,83,0,0,1,0,1,0,0,0,0,0,1,98,92,0.4564764912833503,0.21553591177579368,261,236,0.7493966314489494,0.10642909916362997,0.5578050126593587,0.31116336772012465,3,32,normal,1,USA,USA
0,tcp,146,237,0,0,0,0,1,0,0,0,0,0,0,98,96,0.33853858103356194,0.3714556467887352,258,247,0.36180798185014207,0.16244489539189577,0.5909004177925989,0.688311543313374,29,46,normal,1,Unknown,USA
1,tcp,755,75,1,0,0,0,0,0,0,0,0,1,0,111,111,0.7056375067397286,0.21239448101187441,246,255,0.026970780041252085,0.6042018579490241,0.041236652118936235,0.41658616994739694,6,35,normal,1,Brazil,USA
0,tcp,28,820,0,0,0,0,1,0,0,0,0,0,0,79,91,0.2400093956607977,0.7789129502538221,238,248,0.7397971542320249,0.4382249332284207,0.9200699334291378,0.07053687576682832,30,11,normal,1,USA,USA
10,tcp,4,427,0,0,0,0,0,0,0,0,0,0,1,99,91,0.5397396225661928,0.5230527338564287,278,214,0.7032979640671756,0.5046327824139892,0.7783556125516633,0.592470831258058,29,4,normal,1,China,USA
3,tcp,21,566,0,0,0,0,1,0,0,0,0,0,0,110,84,0.7812093937217266,0.47387566357525135,253,259,0.8768450610073478,0.48718411606531786,0.22999440801728266,0.5644012101202411,10,6,normal,1,Brazil,USA
7,tcp,1258,113,0,0,0,0,1,0,0,0,0,0,0,114,95,0.1972360806404605,0.3366990622985392,263,263,0.586741518075695,0.4707305432713297,0.0014474471248794307,0.14579684867572063,44,35,normal,1,USA,USA
23,udp,108,1445,1,0,1,0,1,0,0,0,0,1,0,85,95,0.6134163656945434,0.8790744179048207,240,270,0.8778728632942945,0.21677866675149893,0.6700285062640592,0.5674290390558585,41,36,normal,1,Russia,UK
2,udp,178,10,0,0,1,0,1,1,0,0,0,1,0,118,85,0.45248591950635697,0.8748216294343348,237,225,0.015115492522397855,0.24567623904452018,0.1519966709518228,0.032705275629148045,37,6,normal,1,India,USA
5,tcp,18,276,0,0,0,0,0,0,0,0,0,0,0,88,97,0.8070590961377038,0.8781221520207066,227,249,0.16495483841919123,0.08648396355297883,0.7622865324700877,0.2222809928355275,13,5,normal,1,USA,USA
14,tcp,169,343,0,0,0,0,1,1,0,0,0,2,0,102,96,0.14120598125303752,0.06054360162065864,255,269,0.028773250307208675,0.20988949937961998,0.90246445387093,0.5442151023752386,34,47,normal,1,USA,Canada
2,tcp,19,19,0,0,1,0,0,0,0,0,0,0,0,119,96,0.04792843875513686,0.5973930700770892,255,255,0.9894221943273654,0.34938969508398066,0.35818475538562056,0.4916638408871702,4,47,normal,1,USA,Canada
0,tcp,25,717,0,0,0,1,0,0,0,0,0,0,0,118,109,0.30972282252647254,0.18032060806779426,258,265,0.6449906705999432,0.9064331085304109,0.9060759979725851,0.22557331304145722,18,17,normal,1,Germany,USA
3,udp,66,311,0,0,2,1,1,0,0,0,0,0,0,91,104,0.8252521613750197,0.8036302130265317,224,271,0.7089115199111911,0.937008095164793,0.06781728725744951,0.018156728221918494,13,42,suspicious,2,Unknown,Canada
1,udp,361,936,2,0,0,0,0,0,0,0,0,1,0,100,101,0.43017255790346964,0.08974036366648452,224,256,0.638924383328785,0.021640999787864934,0.3349019992633079,0.09730221429563823,1,35,normal,1,Germany,Canada
26,icmp,447,8101,0,0,1,0,0,0,0,0,0,1,0,70,97,0.18591989945428966,0.24644325845979032,257,251,0.5730727526790237,0.5882407479963707,0.9673231048201537,0.03071379317312084,11,32,normal,1,India,UK
16,tcp,472,656,0,0,0,0,0,0,0,0,0,0,0,96,95,0.8208941139946522,0.8984905192723673,267,238,0.20282515836824166,0.24726755848220028,0.31627390511166165,0.3684626710061165,22,24,normal,1,Russia,Australia
10,tcp,6,1735,0,0,0,0,0,0,0,0,0,1,0,94,103,0.5505735410958735,0.36827470179838107,248,248,0.04366713283449297,0.4977174768201077,0.37263900432006414,0.07279057643746711,29,30,normal,1,China,UK
20,udp,146,3201,0,0,0,0,0,0,0,0,0,0,0,101,103,0.014256764955602241,0.7258896333723595,259,252,0.5399772168436627,0.0061142462566652345,0.6939312591555048,0.9551049902959368,49,18,normal,1,Germany,USA
16,tcp,100,843,0,0,2,0,1,0,0,0,0,1,0,93,89,0.033340436795516126,0.6613969743577942,260,252,0.039447753465849944,0.15888831087945998,0.16038784772510528,0.9718136573226182,33,24,normal,1,Brazil,Japan
2,udp,6,110,0,0,0,0,0,0,0,0,0,0,0,95,117,0.1540225469891574,0.10855777558038437,254,272,0.4757623755095607,0.6697228844514784,0.27847501327325697,0.11966569150434136,1,20,normal,1,Unknown,Canada
22,tcp,153,34,0,0,1,0,0,0,0,0,0,1,0,105,101,0.3825231186427914,0.8853519571986129,240,263,0.365946181902023,0.3830678737154586,0.5677630772102286,0.42212887669312926,7,11,normal,1,USA,Japan
7,tcp,89,707,0,0,0,0,1,2,0,0,0,1,0,102,109,0.11875647299342829,0.1938027030249908,260,272,0.055671101003708645,0.3193257930794222,0.5693198559036556,0.8665511912788313,25,30,normal,1,China,USA
16,tcp,412,221,0,0,1,0,1,0,0,0,0,1,0,72,116,0.6726531683785959,0.5758892408216167,275,261,0.19112695005894054,0.6546683961528639,0.6939567094689062,0.5289153274231858,30,15,normal,1,Russia,USA
22,tcp,174,2766,0,0,0,0,1,0,0,0,0,0,0,109,100,0.4175306972480356,0.8449739865446677,278,249,0.5306832933368171,0.2244019080671802,0.18535379517203066,0.7740034686994978,14,32,normal,1,Unknown,Australia
3,tcp,49,197,0,0,0,0,1,0,0,0,0,0,0,70,97,0.7370036000827307,0.9841236436712408,239,243,0.9639428222429851,0.5344566908953101,0.5521629180042109,0.28552163152429766,6,3,normal,1,USA,UK
